"","Date","Area","ID","mean_Area"
"97",2024-08-05,15300,"ID113013474501964",13240
"98",2020-09-09,17500,"ID113056424175078",22680
"99",2021-07-17,20300,"ID113056424175078",22680
"100",2021-08-03,22200,"ID113056424175078",22680
"101",2023-07-27,26400,"ID113056424175078",22680
"102",2024-07-06,27000,"ID113056424175078",22680
"103",2020-07-17,128000,"ID113253992670636",130520
"104",2020-08-23,128700,"ID113253992670636",130520
"105",2020-09-09,130000,"ID113253992670636",130520
"106",2022-07-14,132300,"ID113253992670636",130520
"107",2023-07-05,133600,"ID113253992670636",130520
"108",2021-07-17,9400,"ID113318417180018",15125
"109",2021-08-06,10700,"ID113318417180018",15125
"110",2022-08-16,13800,"ID113318417180018",15125
"111",2023-07-09,14100,"ID113318417180018",15125
"112",2023-07-26,15800,"ID113318417180018",15125
"113",2023-08-20,16700,"ID113318417180018",15125
"114",2023-09-07,19400,"ID113318417180018",15125
"115",2024-07-06,21100,"ID113318417180018",15125
"116",2020-07-05,55200,"ID118562572254781",65455.5555555556
"117",2020-07-28,55600,"ID118562572254781",65455.5555555556
"118",2020-07-31,56300,"ID118562572254781",65455.5555555556
"119",2020-08-14,59800,"ID118562572254781",65455.5555555556
"120",2020-08-23,60500,"ID118562572254781",65455.5555555556
"121",2020-08-27,65000,"ID118562572254781",65455.5555555556
"122",2021-08-02,65100,"ID118562572254781",65455.5555555556
"123",2022-07-13,65400,"ID118562572254781",65455.5555555556
"124",2022-07-28,67200,"ID118562572254781",65455.5555555556
"125",2022-07-29,67300,"ID118562572254781",65455.5555555556
"126",2023-07-05,68400,"ID118562572254781",65455.5555555556
"127",2023-07-26,69400,"ID118562572254781",65455.5555555556
"128",2023-07-29,69500,"ID118562572254781",65455.5555555556
"129",2023-08-07,70200,"ID118562572254781",65455.5555555556
"130",2023-09-01,70400,"ID118562572254781",65455.5555555556
"131",2024-07-05,70500,"ID118562572254781",65455.5555555556
"132",2024-07-15,70700,"ID118562572254781",65455.5555555556
"133",2024-09-19,71700,"ID118562572254781",65455.5555555556
"134",2020-07-03,23400,"ID122303488769412",30790.9090909091
"135",2020-07-29,24000,"ID122303488769412",30790.9090909091
"136",2020-08-15,24300,"ID122303488769412",30790.9090909091
"137",2020-08-27,27400,"ID122303488769412",30790.9090909091
"138",2020-09-09,29200,"ID122303488769412",30790.9090909091
"139",2020-09-22,29500,"ID122303488769412",30790.9090909091
"140",2021-09-11,30600,"ID122303488769412",30790.9090909091
"141",2022-07-13,32700,"ID122303488769412",30790.9090909091
"142",2022-08-13,33000,"ID122303488769412",30790.9090909091
"143",2022-08-23,39900,"ID122303488769412",30790.9090909091
"144",2023-09-05,44700,"ID122303488769412",30790.9090909091
"145",2020-07-05,15700,"ID124356483137020",19616.6666666667
"146",2020-08-27,17900,"ID124356483137020",19616.6666666667
"147",2020-09-23,19700,"ID124356483137020",19616.6666666667
"148",2021-07-17,20200,"ID124356483137020",19616.6666666667
"149",2022-07-13,21300,"ID124356483137020",19616.6666666667
"150",2023-07-26,22900,"ID124356483137020",19616.6666666667
"151",2020-07-05,4500,"ID125314260843423",8526.31578947369
"152",2020-07-29,4500,"ID125314260843423",8526.31578947369
"153",2020-08-14,5700,"ID125314260843423",8526.31578947369
"154",2020-09-22,6100,"ID125314260843423",8526.31578947369
"155",2020-09-23,6100,"ID125314260843423",8526.31578947369
"156",2021-07-28,6600,"ID125314260843423",8526.31578947369
"157",2021-09-11,7900,"ID125314260843423",8526.31578947369
"158",2022-07-13,8200,"ID125314260843423",8526.31578947369
"159",2022-07-20,8200,"ID125314260843423",8526.31578947369
"160",2022-07-24,9100,"ID125314260843423",8526.31578947369
"161",2022-08-14,9400,"ID125314260843423",8526.31578947369
"162",2022-08-23,9400,"ID125314260843423",8526.31578947369
"163",2023-07-05,9800,"ID125314260843423",8526.31578947369
"164",2023-07-26,10000,"ID125314260843423",8526.31578947369
"165",2023-08-07,10200,"ID125314260843423",8526.31578947369
"166",2023-08-19,10700,"ID125314260843423",8526.31578947369
"167",2023-08-31,11000,"ID125314260843423",8526.31578947369
"168",2023-09-05,11900,"ID125314260843423",8526.31578947369
"169",2024-07-06,12700,"ID125314260843423",8526.31578947369
"170",2021-07-01,17200,"ID128015795265202",22512.5
"171",2021-08-01,17600,"ID128015795265202",22512.5
"172",2021-08-06,20600,"ID128015795265202",22512.5
"173",2023-07-26,21700,"ID128015795265202",22512.5
"174",2023-08-18,23200,"ID128015795265202",22512.5
"175",2024-07-26,25200,"ID128015795265202",22512.5
"176",2024-08-14,25500,"ID128015795265202",22512.5
"177",2024-08-23,29100,"ID128015795265202",22512.5
"178",2020-07-06,7700,"ID128458176896826",13820
"179",2020-07-17,8400,"ID128458176896826",13820
"180",2020-08-23,10000,"ID128458176896826",13820
"181",2021-08-01,13800,"ID128458176896826",13820
"182",2021-08-06,13900,"ID128458176896826",13820
"183",2022-07-17,15300,"ID128458176896826",13820
"184",2023-07-26,16500,"ID128458176896826",13820
"185",2023-08-08,17200,"ID128458176896826",13820
"186",2023-08-20,17500,"ID128458176896826",13820
"187",2023-09-07,17900,"ID128458176896826",13820
"188",2020-07-05,16600,"ID128518306447147",21957.1428571429
"189",2020-07-05,16600,"ID128518306447147",21957.1428571429
"190",2020-07-29,16800,"ID128518306447147",21957.1428571429
"191",2020-08-14,23300,"ID128518306447147",21957.1428571429
"192",2020-08-14,23300,"ID128518306447147",21957.1428571429
"193",2020-09-09,27000,"ID128518306447147",21957.1428571429
"194",2020-09-22,30100,"ID128518306447147",21957.1428571429
"195",2021-08-06,16800,"ID128831839051534",21916.6666666667
"196",2022-07-12,19600,"ID128831839051534",21916.6666666667
"197",2023-07-04,19900,"ID128831839051534",21916.6666666667
"198",2023-07-26,23000,"ID128831839051534",21916.6666666667
"199",2024-08-14,24700,"ID128831839051534",21916.6666666667
"200",2024-08-23,27500,"ID128831839051534",21916.6666666667
"201",2020-07-17,6300,"ID132366597137372",9762.5
"202",2020-08-01,7800,"ID132366597137372",9762.5
"203",2021-08-01,9800,"ID132366597137372",9762.5
"204",2023-07-05,10000,"ID132366597137372",9762.5
"205",2023-07-26,10200,"ID132366597137372",9762.5
"206",2023-08-08,10600,"ID132366597137372",9762.5
"207",2023-08-20,10800,"ID132366597137372",9762.5
"208",2023-09-07,12600,"ID132366597137372",9762.5
"209",2020-07-06,5100,"ID132525510927529",9866.66666666667
"210",2020-08-01,6300,"ID132525510927529",9866.66666666667
"211",2021-08-01,6800,"ID132525510927529",9866.66666666667
"212",2021-08-06,6900,"ID132525510927529",9866.66666666667
"213",2022-07-14,7100,"ID132525510927529",9866.66666666667
"214",2022-07-20,8600,"ID132525510927529",9866.66666666667
"215",2023-07-05,9800,"ID132525510927529",9866.66666666667
"216",2023-07-10,10600,"ID132525510927529",9866.66666666667
"217",2023-07-26,11000,"ID132525510927529",9866.66666666667
"218",2023-08-08,11500,"ID132525510927529",9866.66666666667
"219",2023-08-20,11600,"ID132525510927529",9866.66666666667
"220",2024-07-07,12800,"ID132525510927529",9866.66666666667
"221",2024-07-30,13200,"ID132525510927529",9866.66666666667
"222",2024-08-14,13200,"ID132525510927529",9866.66666666667
"223",2024-08-23,13500,"ID132525510927529",9866.66666666667
"224",2020-07-06,24000,"ID132568460600377",25116.6666666667
"225",2020-08-01,24000,"ID132568460600377",25116.6666666667
"226",2020-08-23,24800,"ID132568460600377",25116.6666666667
"227",2021-07-01,25900,"ID132568460600377",25116.6666666667
"228",2022-07-20,25900,"ID132568460600377",25116.6666666667
"229",2023-07-05,26100,"ID132568460600377",25116.6666666667
"230",2021-08-01,9600,"ID132727374390109",14500
"231",2022-07-20,13000,"ID132727374390109",14500
"232",2023-07-05,15400,"ID132727374390109",14500
"233",2023-08-08,15400,"ID132727374390109",14500
"234",2023-09-07,15800,"ID132727374390109",14500
"235",2024-07-25,16000,"ID132727374390109",14500
"236",2024-08-14,16300,"ID132727374390109",14500
"237",2020-07-06,12300,"ID132770324063342",18400
"238",2020-08-01,12500,"ID132770324063342",18400
"239",2020-08-14,14800,"ID132770324063342",18400
"240",2023-07-10,17700,"ID132770324063342",18400
"241",2023-08-08,18300,"ID132770324063342",18400
"242",2023-08-18,20700,"ID132770324063342",18400
"243",2024-07-07,24700,"ID132770324063342",18400
"244",2024-07-30,26200,"ID132770324063342",18400
"245",2020-07-06,18100,"ID132808978768841",18700
"246",2022-07-20,18500,"ID132808978768841",18700
"247",2023-07-05,18800,"ID132808978768841",18700
"248",2024-07-07,19000,"ID132808978768841",18700
"249",2024-07-08,19100,"ID132808978768841",18700
"250",2020-07-06,11300,"ID132834748572450",19200
"251",2020-08-01,13600,"ID132834748572450",19200
"252",2020-08-05,18800,"ID132834748572450",19200
"253",2023-07-05,20700,"ID132834748572450",19200
"254",2023-08-08,20700,"ID132834748572450",19200
"255",2023-08-18,21400,"ID132834748572450",19200
"256",2023-08-20,21500,"ID132834748572450",19200
"257",2023-09-07,22300,"ID132834748572450",19200
"258",2024-08-23,22500,"ID132834748572450",19200
"259",2020-07-06,25700,"ID132873403278609",34928.5714285714
"260",2020-08-14,28100,"ID132873403278609",34928.5714285714
"261",2021-07-01,32500,"ID132873403278609",34928.5714285714
"262",2021-08-06,33800,"ID132873403278609",34928.5714285714
"263",2022-07-20,36600,"ID132873403278609",34928.5714285714
"264",2023-07-26,40400,"ID132873403278609",34928.5714285714
"265",2024-07-07,47400,"ID132873403278609",34928.5714285714
"266",2020-07-06,268100,"ID133045201970274",283277.777777778
"267",2020-08-01,271700,"ID133045201970274",283277.777777778
"268",2020-08-05,280500,"ID133045201970274",283277.777777778
"269",2021-08-01,283300,"ID133045201970274",283277.777777778
"270",2022-07-20,283400,"ID133045201970274",283277.777777778
"271",2023-07-05,288100,"ID133045201970274",283277.777777778
"272",2023-08-08,289100,"ID133045201970274",283277.777777778
"273",2023-08-20,289500,"ID133045201970274",283277.777777778
"274",2023-09-07,295800,"ID133045201970274",283277.777777778
"275",2020-07-06,29700,"ID133049496937564",38200
"276",2020-08-01,35400,"ID133049496937564",38200
"277",2020-08-14,36500,"ID133049496937564",38200
"278",2023-08-18,44600,"ID133049496937564",38200
"279",2024-08-14,44800,"ID133049496937564",38200
"280",2020-07-06,24700,"ID133075266741382",38133.3333333333
"281",2021-08-06,28600,"ID133075266741382",38133.3333333333
"282",2022-07-14,40500,"ID133075266741382",38133.3333333333
"283",2022-07-20,42300,"ID133075266741382",38133.3333333333
"284",2023-07-05,44000,"ID133075266741382",38133.3333333333
"285",2024-07-07,48700,"ID133075266741382",38133.3333333333
"286",2020-07-06,8800,"ID133478993667000",14566.6666666667
"287",2022-07-14,12900,"ID133478993667000",14566.6666666667
"288",2022-07-20,14500,"ID133478993667000",14566.6666666667
"289",2023-07-05,15700,"ID133478993667000",14566.6666666667
"290",2023-07-26,16200,"ID133478993667000",14566.6666666667
"291",2023-08-18,19300,"ID133478993667000",14566.6666666667
"292",2020-07-06,88000,"ID135991549534021",153100
"293",2023-08-18,126200,"ID135991549534021",153100
"294",2023-08-23,164600,"ID135991549534021",153100
"295",2023-09-07,164600,"ID135991549534021",153100
"296",2024-07-07,164600,"ID135991549534021",153100
"297",2024-07-08,164600,"ID135991549534021",153100
"298",2024-07-26,164600,"ID135991549534021",153100
"299",2024-07-30,164600,"ID135991549534021",153100
"300",2024-08-14,164600,"ID135991549534021",153100
"301",2024-08-23,164600,"ID135991549534021",153100
"302",2020-07-05,16800,"ID151114129387354",24610
"303",2021-09-14,22100,"ID151114129387354",24610
"304",2023-07-05,25900,"ID151114129387354",24610
"305",2023-07-26,25900,"ID151114129387354",24610
"306",2023-08-06,25900,"ID151114129387354",24610
"307",2023-08-19,25900,"ID151114129387354",24610
"308",2023-08-31,25900,"ID151114129387354",24610
"309",2024-07-26,25900,"ID151114129387354",24610
"310",2024-07-30,25900,"ID151114129387354",24610
"311",2024-08-14,25900,"ID151114129387354",24610
"312",2020-08-15,16100,"ID110530983404168",22900
"313",2020-08-23,16200,"ID110530983404168",22900
"314",2021-07-17,19900,"ID110530983404168",22900
"315",2021-07-22,20100,"ID110530983404168",22900
"316",2022-07-14,23500,"ID110530983404168",22900
"317",2022-08-16,25400,"ID110530983404168",22900
"318",2023-07-29,25400,"ID110530983404168",22900
"319",2023-08-08,26900,"ID110530983404168",22900
"320",2023-08-22,27500,"ID110530983404168",22900
"321",2024-08-14,28000,"ID110530983404168",22900
"322",2020-07-04,11200,"ID110599702880916",23612.5
"323",2020-08-15,15800,"ID110599702880916",23612.5
"324",2020-08-23,17600,"ID110599702880916",23612.5
"325",2020-09-09,21400,"ID110599702880916",23612.5
"326",2021-07-17,26200,"ID110599702880916",23612.5
"327",2021-08-03,28100,"ID110599702880916",23612.5
"328",2022-07-14,34200,"ID110599702880916",23612.5
"329",2023-09-07,34400,"ID110599702880916",23612.5
"330",2020-07-06,10600,"ID111467286274687",20100
"331",2020-08-01,14900,"ID111467286274687",20100
"332",2023-07-29,20000,"ID111467286274687",20100
"333",2023-08-17,25000,"ID111467286274687",20100
"334",2023-08-23,25000,"ID111467286274687",20100
"335",2024-07-06,25100,"ID111467286274687",20100
"336",2020-07-06,18100,"ID111484466143816",24544.4444444444
"337",2020-07-17,18100,"ID111484466143816",24544.4444444444
"338",2020-08-01,19700,"ID111484466143816",24544.4444444444
"339",2020-08-13,22800,"ID111484466143816",24544.4444444444
"340",2020-09-09,25700,"ID111484466143816",24544.4444444444
"341",2022-08-04,27500,"ID111484466143816",24544.4444444444
"342",2022-08-05,28500,"ID111484466143816",24544.4444444444
"343",2023-07-02,29500,"ID111484466143816",24544.4444444444
"344",2023-07-09,31000,"ID111484466143816",24544.4444444444
"345",2020-07-06,6600,"ID111514530914942",12050
"346",2020-08-01,7000,"ID111514530914942",12050
"347",2020-08-23,9100,"ID111514530914942",12050
"348",2021-08-03,12000,"ID111514530914942",12050
"349",2021-08-06,16600,"ID111514530914942",12050
"350",2023-09-07,21000,"ID111514530914942",12050
"351",2020-07-05,18100,"ID103659035731131",19140
"352",2022-07-09,19400,"ID103659035731131",19140
"353",2023-07-02,19400,"ID103659035731131",19140
"354",2023-08-07,19400,"ID103659035731131",19140
"355",2024-07-07,19400,"ID103659035731131",19140
"356",2020-09-09,18600,"ID109740709422175",28933.3333333333
"357",2021-08-03,25300,"ID109740709422175",28933.3333333333
"358",2022-07-20,27800,"ID109740709422175",28933.3333333333
"359",2022-08-04,27900,"ID109740709422175",28933.3333333333
"360",2022-08-16,32500,"ID109740709422175",28933.3333333333
"361",2023-07-05,41500,"ID109740709422175",28933.3333333333
"362",2020-07-04,15800,"ID110144436347578",26390.9090909091
"363",2020-07-17,18900,"ID110144436347578",26390.9090909091
"364",2021-08-03,20400,"ID110144436347578",26390.9090909091
"365",2022-07-14,29400,"ID110144436347578",26390.9090909091
"366",2022-07-20,29400,"ID110144436347578",26390.9090909091
"367",2023-07-02,29400,"ID110144436347578",26390.9090909091
"368",2023-07-09,29400,"ID110144436347578",26390.9090909091
"369",2023-07-27,29400,"ID110144436347578",26390.9090909091
"370",2023-08-08,29400,"ID110144436347578",26390.9090909091
"371",2023-08-17,29400,"ID110144436347578",26390.9090909091
"372",2023-08-22,29400,"ID110144436347578",26390.9090909091
"373",2020-07-05,43400,"ID110586817979317",48266.6666666667
"374",2020-08-14,43600,"ID110586817979317",48266.6666666667
"375",2021-07-17,49100,"ID110586817979317",48266.6666666667
"376",2022-07-14,50400,"ID110586817979317",48266.6666666667
"377",2022-08-16,50800,"ID110586817979317",48266.6666666667
"378",2023-09-07,52300,"ID110586817979317",48266.6666666667
"379",2022-07-20,24900,"ID110651242488726",28466.6666666667
"380",2022-08-04,25100,"ID110651242488726",28466.6666666667
"381",2022-08-16,28400,"ID110651242488726",28466.6666666667
"382",2023-07-09,29100,"ID110651242488726",28466.6666666667
"383",2023-09-07,31600,"ID110651242488726",28466.6666666667
"384",2024-07-06,31700,"ID110651242488726",28466.6666666667
"385",2020-07-05,196300,"ID110719961965796",233690.909090909
"386",2020-07-17,208900,"ID110719961965796",233690.909090909
"387",2020-08-01,210700,"ID110719961965796",233690.909090909
"388",2020-08-14,227200,"ID110719961965796",233690.909090909
"389",2020-09-09,240100,"ID110719961965796",233690.909090909
"390",2022-08-04,242500,"ID110719961965796",233690.909090909
"391",2022-08-16,243200,"ID110719961965796",233690.909090909
"392",2023-07-27,245000,"ID110719961965796",233690.909090909
"393",2023-08-17,246000,"ID110719961965796",233690.909090909
"394",2024-07-06,253300,"ID110719961965796",233690.909090909
"395",2024-08-05,257400,"ID110719961965796",233690.909090909
"396",2020-07-05,26300,"ID110805861311419",34075
"397",2020-07-17,27200,"ID110805861311419",34075
"398",2020-08-01,30300,"ID110805861311419",34075
"399",2020-08-23,30400,"ID110805861311419",34075
"400",2022-08-04,36800,"ID110805861311419",34075
"401",2023-07-29,39400,"ID110805861311419",34075
"402",2024-07-26,39900,"ID110805861311419",34075
"403",2024-07-30,42300,"ID110805861311419",34075
"404",2020-08-14,21200,"ID110848810984478",23250
"405",2020-08-23,21200,"ID110848810984478",23250
"406",2020-09-09,22700,"ID110848810984478",23250
"407",2021-07-17,22700,"ID110848810984478",23250
"408",2021-08-03,23500,"ID110848810984478",23250
"409",2022-07-14,28200,"ID110848810984478",23250
"410",2020-07-05,59900,"ID110865990853492",60020
"411",2020-07-17,60000,"ID110865990853492",60020
"412",2020-08-01,60000,"ID110865990853492",60020
"413",2020-08-23,60000,"ID110865990853492",60020
"414",2021-07-17,60200,"ID110865990853492",60020
"415",2020-07-06,26100,"ID111746459148914",31690.9090909091
"416",2020-08-23,27500,"ID111746459148914",31690.9090909091
"417",2020-09-09,30000,"ID111746459148914",31690.9090909091
"418",2021-07-17,30300,"ID111746459148914",31690.9090909091
"419",2021-08-03,31900,"ID111746459148914",31690.9090909091
"420",2023-07-09,32300,"ID111746459148914",31690.9090909091
"421",2023-07-26,32700,"ID111746459148914",31690.9090909091
"422",2023-08-17,33600,"ID111746459148914",31690.9090909091
"423",2024-07-08,34000,"ID111746459148914",31690.9090909091
"424",2024-07-30,34400,"ID111746459148914",31690.9090909091
"425",2024-08-05,35800,"ID111746459148914",31690.9090909091
"426",2020-08-23,23000,"ID111901077971577",27100
"427",2020-09-09,24300,"ID111901077971577",27100
"428",2021-07-17,24500,"ID111901077971577",27100
"429",2021-07-22,26000,"ID111901077971577",27100
"430",2022-07-18,27700,"ID111901077971577",27100
"431",2022-09-02,28400,"ID111901077971577",27100
"432",2023-07-09,30300,"ID111901077971577",27100
"433",2023-07-26,32600,"ID111901077971577",27100
"434",2020-07-05,31700,"ID112214610584188",47714.2857142857
"435",2020-07-17,37600,"ID112214610584188",47714.2857142857
"436",2020-08-13,44600,"ID112214610584188",47714.2857142857
"437",2021-07-17,53900,"ID112214610584188",47714.2857142857
"438",2022-07-14,55400,"ID112214610584188",47714.2857142857
"439",2022-07-17,55400,"ID112214610584188",47714.2857142857
"440",2023-07-05,55400,"ID112214610584188",47714.2857142857
"441",2020-07-05,12500,"ID112347754570345",15314.2857142857
"442",2020-07-17,13000,"ID112347754570345",15314.2857142857
"443",2020-08-01,14000,"ID112347754570345",15314.2857142857
"444",2021-08-03,14300,"ID112347754570345",15314.2857142857
"445",2021-08-06,15300,"ID112347754570345",15314.2857142857
"446",2021-09-22,17200,"ID112347754570345",15314.2857142857
"447",2022-09-02,20900,"ID112347754570345",15314.2857142857
"448",2020-07-05,33400,"ID113202453063125",55050
"449",2020-08-01,33900,"ID113202453063125",55050
"450",2020-08-14,43700,"ID113202453063125",55050
"451",2020-08-23,46600,"ID113202453063125",55050
"452",2020-09-09,53500,"ID113202453063125",55050
"453",2021-07-17,73400,"ID113202453063125",55050
"454",2022-07-20,77300,"ID113202453063125",55050
"455",2023-07-09,78600,"ID113202453063125",55050
"456",2020-08-01,17700,"ID113391431623234",29740
"457",2020-08-13,24800,"ID113391431623234",29740
"458",2020-08-23,25200,"ID113391431623234",29740
"459",2021-07-17,37100,"ID113391431623234",29740
"460",2022-07-17,43900,"ID113391431623234",29740
"461",2020-07-05,18400,"ID113627654824942",22042.8571428571
"462",2020-08-23,18600,"ID113627654824942",22042.8571428571
"463",2021-07-17,19900,"ID113627654824942",22042.8571428571
"464",2022-07-14,22800,"ID113627654824942",22042.8571428571
"465",2022-07-17,24700,"ID113627654824942",22042.8571428571
"466",2023-07-05,24800,"ID113627654824942",22042.8571428571
"467",2023-07-26,25100,"ID113627654824942",22042.8571428571
"468",2020-07-05,44000,"ID113636244760141",46080
"469",2023-07-09,45200,"ID113636244760141",46080
"470",2023-07-27,47000,"ID113636244760141",46080
"471",2023-08-17,47100,"ID113636244760141",46080
"472",2024-08-14,47100,"ID113636244760141",46080
"473",2020-07-05,26900,"ID113747913909727",28440
"474",2021-07-17,28600,"ID113747913909727",28440
"475",2022-07-14,28900,"ID113747913909727",28440
"476",2022-07-17,28900,"ID113747913909727",28440
"477",2023-09-07,28900,"ID113747913909727",28440
"478",2020-07-17,14200,"ID113777978680913",16285.7142857143
"479",2020-08-01,14800,"ID113777978680913",16285.7142857143
"480",2020-08-13,15000,"ID113777978680913",16285.7142857143
"481",2020-08-23,15400,"ID113777978680913",16285.7142857143
"482",2020-09-09,16700,"ID113777978680913",16285.7142857143
"483",2022-07-14,18500,"ID113777978680913",16285.7142857143
"484",2024-07-08,19400,"ID113777978680913",16285.7142857143
"485",2020-08-13,9000,"ID113893942797779",10716.6666666667
"486",2020-08-23,9000,"ID113893942797779",10716.6666666667
"487",2020-09-09,9300,"ID113893942797779",10716.6666666667
"488",2021-07-17,10900,"ID113893942797779",10716.6666666667
"489",2022-07-14,11900,"ID113893942797779",10716.6666666667
"490",2023-09-07,14200,"ID113893942797779",10716.6666666667
"491",2020-08-13,3400,"ID113906827699610",7425
"492",2020-09-09,3700,"ID113906827699610",7425
"493",2021-07-17,4500,"ID113906827699610",7425
"494",2021-08-03,5000,"ID113906827699610",7425
"495",2021-09-22,5300,"ID113906827699610",7425
"496",2022-08-04,6700,"ID113906827699610",7425
"497",2022-08-16,7300,"ID113906827699610",7425
"498",2022-09-02,7400,"ID113906827699610",7425
"499",2023-07-26,8400,"ID113906827699610",7425
"500",2023-07-29,8600,"ID113906827699610",7425
"501",2023-08-08,9000,"ID113906827699610",7425
"502",2023-08-17,9100,"ID113906827699610",7425
"503",2023-08-20,9200,"ID113906827699610",7425
"504",2024-07-06,10100,"ID113906827699610",7425
"505",2024-07-26,10500,"ID113906827699610",7425
"506",2024-08-05,10600,"ID113906827699610",7425
